time,POD,FAR,CSI,leading_time (min)
2024-05-07 23:36:51,0.19036571875852518,0.8237278954721459,0.10088337700316144,35.25
2024-05-07 23:43:08,0.153663148749685,0.8677344599731002,0.0768631206601982,35.36666666666667
2024-05-07 23:49:50,0.09654081936002093,0.9178254651897797,0.04648575185933969,35.96666666666667
2024-05-07 23:56:33,0.131708736693098,0.8997795421341388,0.060580003528145514,36.96666666666667
2024-05-08 00:03:03,0.18210282946233639,0.871345373528047,0.08157319573591193,37.78333333333333
2024-05-08 00:09:20,0.21479599919396233,0.8521029925142204,0.09613273713540066,38.56666666666667
2024-05-08 00:14:52,0.17090699032964785,0.8711942194521228,0.08169561672331274,38.016666666666666
2024-05-08 00:20:12,0.21374472587426196,0.8507739504203452,0.0964596683290105,37.06666666666666
2024-05-08 00:25:31,0.1887878721532412,0.880540668246349,0.07896147552815569,35.68333333333334
2024-05-08 00:31:23,0.0999196970373324,0.926992558042536,0.04463330928427166,34.833333333333336
2024-05-08 00:36:29,0.17802425441734304,0.8590186836046053,0.08539453976425748,33.43333333333333
2024-05-08 00:40:40,0.15583995363996794,0.8615233183662832,0.08060259030978613,31.333333333333336
2024-05-08 00:44:45,0.168850004563293,0.8781541134354836,0.07621938027174437,29.883333333333333
2024-05-08 00:48:52,0.10855732636952366,0.9121784232030425,0.05107797184973082,28.666666666666668
2024-05-08 00:52:50,0.1140172608968087,0.9038539691282226,0.055105065736841166,27.316666666666666
2024-05-08 00:57:09,0.13698290209827937,0.8991985074731766,0.06190032596701889,25.76666666666667
